depa_nombre,muni_nombre,codigo_habilitacion,nombre_prestador,tido_codigo,nits_nit,razon_social,clpr_codigo,clpr_nombre,ese,direccion,telefono,fax,email,gerente,nivel,caracter,habilitado,fecha_radicacion,fecha_vencimiento,fecha_cierre,dv,clase_persona,naju_codigo,naju_nombre,numero_sede_principal,fecha_corte_REPS,
Antioquia,MEDELLÍN,500104260,ESTUDIOS E INVERSIONES  MEDICAS S A ESIMED S A ,,800215908,ESTUDIOS E INVERSIONES  MEDICAS S A ESIMED S A ,1,Instituciones - IPS,  ,KR 80 # 18 A 140 - Barrio:BELEN,3157231110,,mjnoyp@hotmail.com,RAMON  QUINTERO LOZANO, ,,SI,20151211,20210831,,8,JURIDICO,1,Privada,2,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109045,ESTUDIOS ENDOSCOPICOS S.A.S.,,900055823,ESTUDIOS ENDOSCOPICOS S.A.S.,1,Instituciones - IPS,NO,KR 47 # 56 35 CS 103,5742312811,5745136561,fvelezv1@une.net.co,FRANCISCO JAVIER VELEZ LARA, ,,SI,20061117,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111949,Euro Americana de estetica S.A.S.,,900434369,Euro Americana de Estética S.A.S,1,Instituciones - IPS,  ,KR 43 A # 6 SUR 15 CC OVIEDO,3117011,,administradoroviedo@depileasycolombia.com,Marco Antonio González Agudelo, ,,SI,20110809,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500117550,EVALUA SALUD IPS S.A.S,,900380150,EVALUA SALUD IPS SAS,1,Instituciones - IPS,  ,car 52 N° 51 62 local 251 centro comercial gutemberg,3907146 - 3147999378,,direccion@evaluasalud.com,WILLIAM  JAVIER MORALES NARANJO, ,,SI,20181217,20221216,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500117034,EXPERT MEDICA IPS S.A.S.,,900952820,EXPERT MEDICA IPS S.A.S.,1,Instituciones - IPS,  ,AVENIDA 33 #74B-166,2506087,2506087,calidad@expertmedica.com.co,LUZ  VIRGINIA RESTREPO ZAPATA, ,,SI,20180816,20220815,,2,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500118074,Expertos Salud en Casa S.A.S,,900861868,EXPERTOS SALUD EN CASA SAS,1,Instituciones - IPS,  ,"CALLE 32 F #74 E 78, EDIFICIO COOMEVA",3128325558,,administracion@expertossaludencasa.com.co,Carlos  Didier Yepes  Villegas , ,,SI,20200810,20240809,,4,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111901,FIGURELLA INTERNACIONAL DE COLOMBIA SAS,,900114661,FIGURELLA INTERNACIONAL DE COLOMBIA SAS,1,Instituciones - IPS,  ,KR 43A CL 1 SUR 85 PI 9,3110028,3110028,info@figurella.com.co,MASSIMILIANO  VALLUNGA , ,,SI,20110629,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500113212,FISIOFIT SAS,,900655338,FISIOFIT SAS,1,Instituciones - IPS,  ,carrera 25a # 1a sur 45 consultorio 4676,3661590,NO ,fisiofitmedellin@gmail.com,Isabel Cristina Cardenas Gomez, ,,SI,20140218,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115753,FISIOGESTION S.A.S,,900860824,FISIOGESTION S.A.S,1,Instituciones - IPS,  ,CARRERA 84 # 9 - 44,3183673434-3187060762,,fisiogestionsas@hotmail.com,Yudith Angelica Arzayus Celis, ,,SI,20170602,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500113426,FOOT GROUP IPS S.A.S.,,900673668,FOOT GROUP IPS S.A.S.,1,Instituciones - IPS,  ,cl 10 30 -30 centro comercial pinar del rio local 302,2662219,,footgroupmedellin@gmail.com,Álvaro Enrique Castañeda Prada, ,,SI,20140515,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500103920,FRACTURAS Y RAYOS X DE ANTIOQUIA S.A.,,800094324,FRACTURAS Y RAYOS X DE ANTIOQUIA S.A.,1,Instituciones - IPS,NO,CARRERA 74 N° 49-11,4446330,4446330,gerencia@fracturasantioquia.com,NICOLAS FELIPE SANIN CAMPILLO, ,,SI,20030409,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105935,FRESENIUS MEDICAL CARE COLOMBIA S.A.,,830007355,FRESENIUS MEDICAL CARE COLOMBIA S.A.,1,Instituciones - IPS,NO,CL 64 N.51-70,5745167575,2636545,Alicia.Rodriguez@fmc-ag.com,CARLOS ALBERTO FLOREZ GONZALEZ, ,,SI,20030415,20210831,,2,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110902,FUNDACIÓN ANDECOL,,811023334,FUNDACIÓN ANDECOL,1,Instituciones - IPS,NO,KR 69 # 30 A 50,4486550,,andecol@une.net.co,SANDRA YANETH ALZATE ACEVEDO, ,,SI,20090811,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110312,FUNDACION ANTIOQUEÑA DE INFECTOLOGIA,,900177813,FUNDACION ANTIOQUEÑA DE INFECTOLOGIA,1,Instituciones - IPS,NO,CL 15 SUR # 48 - 130,4481001,4481001 EXT 109,contacto@fai.org.co,PAULA  ANDREA BEDOYA MORALES, ,,SI,20080619,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111339,Fundacion apoya al deportista antioqueño - ada,,811042761,Fundación Apoya al Deportista Antioqueño ADA,1,Instituciones - IPS,  ,Carrera 69 N° 49 A27,2602635 - 3104460322,,info@fundacionada.org,maria camila gomez arbelaez, ,,SI,20180711,20210831,,9,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115080,FUNDACIÓN ARCA MUNDIAL,,811038083,FUNDACIÓN ARCA MUNDIAL,1,Instituciones - IPS,  ,KR 83 A # 33-111,4113466,,arcamundialips@gmail.com,SANDRA  DOMINGUEZ RENDON, ,,SI,20160818,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109736,FUNDACION CENTRO DE INVESTIGACION CLINICA CIC,,900037659,FUNDACION CENTRO DE INVESTIGACION CLINICA CIC,1,Instituciones - IPS,NO,CL 7 # 39-290 CS 902 Int. B,5743124170,5743124170,info@centrocic.com,JAIME ALBERTO RESTREPO RESTREPO, ,,SI,20071102,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105816,FUNDACIÓN CLÍNICA NOEL,,890901825,FUNDACIÓN CLÍNICA NOEL,1,Instituciones - IPS,NO,calle 14 # 43B- 146 Poblado-Manila,6042156 - 6040949,6042157,gerencia@clinicanoel.org.co,MONICA   VELASQUEZ  ORTEGA, ,,SI,20030415,20210831,,5,JURIDICO,1,Privada,2,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105586,FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA,,800241602,FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA,1,Instituciones - IPS,NO,AVENIDA 33 N° 63 A 18,4480016 Ext 3602,3511257,francisco.lozano@clinicavida.com,FRANCISCO JAVIER LOZANO OLAYA, ,,SI,20030415,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500106366,FUNDACION DIVERSIDAD,,811036154,FUNDACION DIVERSIDAD,1,Instituciones - IPS,  ,CL 36 # 64 - 10,444 89 78 - 321 639 6335,,fundaciondiversidad11@gmail.com,YASNEIDY  HERRERA MORA, ,,SI,20110804,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500104834,FUNDACIÓN GUAYAQUIL PARA LA PROMOCIÓN HUMANA,,890901047,FUNDACIÓN GUAYAQUIL PARA LA PROMOCIÓN HUMANA,1,Instituciones - IPS,NO,CALLE 49 N° 40-79,2166100,2166634,fundagua@epm.net.co,CARLOS ALBERTO GUTIERREZ VILLEGAS, ,,SI,20030414,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105482,FUNDACION HOSPITAL INFANTIL SANTA ANA,,890901684,FUNDACION HOSPITAL INFANTIL SANTA ANA,1,Instituciones - IPS,NO,Cl 14 # 43 B 146,5744441101,5743112730,direccion@hisantaana.com,CECILIA ELENA RUIZ SALDARRIAGA, ,,SI,20030415,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111709,FUNDACION HOSPITALARIA IPS UNIVERSITARIA ADVENTISTA,,900370055,FUNDACION HOSPITALARIA IPS UNIVERSITARIA ADVENTISTA,1,Instituciones - IPS,  ,KR 84 #33  AA 159,3228100 ext. 152,,ipsadventista@ipsadventista.org,MARIO  JOSE BAQUERO LOPERENA, ,,SI,20110301,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500102175,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,,890900518,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,1,Instituciones - IPS,NO,CALLE 64 CON CARRERA 51 D,4441333,5167450,diego.duque@sanvicentefundacion.com ,DIEGO JOSE DUQUE OSSA, ,,SI,20030415,20210831,,4,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500101150,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,,890981374,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,1,Instituciones - IPS,NO,CL 55 # 46-36,5745766666,5745133016,direccion@neurologico.org.co,MARTA ELENA JIMENEZ JARAMILLO, ,,SI,20030321,20210831,,7,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112540,FUNDACION INTEGRAL DE SALUD - FUNSALUD,,900547542,FUNDACION INTEGRAL DE SALUD - FUNSALUD,1,Instituciones - IPS,  ,CL 35 # 46 - 60 EDFICIO ALIANZA Y SALUD,3220962,3220962,fundacion@oncouraba.com,HECTOR AUGUSTO ESCOBAR PUCHE, ,,SI,20120907,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109694,FUNDACIÓN INTEGRAR,,800056153,FUNDACIÓN INTEGRAR,1,Instituciones - IPS,  ,Cra 66B No. 32-28,2657517,2657517 Opción 1,integrar@fundacionintegrar.org,MYRIAM LUZ GÓMEZ RIVERA, ,,SI,20150211,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111214,FUNDACION IPSI,,900255492,FUNDACION IPSI,1,Instituciones - IPS,  ,CL 58 A # 40 - 50,4483505,4483505,gerencia@institutoipsi.com,Margarita  María Vanegas Peña, ,,SI,20100324,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500118616,FUNDACION JAVERIANA DE SERVICIOS MEDICOS ODONTOLOGICOS INTERUNIVERSITARIOS CARLOS MARQUEZ VILLEGAS - JAVESALUD,,830018305,Fundación Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud ,1,Instituciones - IPS,  ,Carrera 43A #1-50 Local 360,3133932019,3133932019,direccion@javesalud.com.co,CARLOS  HUMBERTO TOBAR GONZALEZ, ,,SI,20191213,20231212,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500108901,FUNDACION LUCERITO,,900022519,FUNDACION LUCERITO,1,Instituciones - IPS,NO,CALLE 49 #9b - 88 Barrio Buenos Aires,5742690909,5742690909,luceritofundacion@yahoo.com,MARCELA  WOLFF LOPEZ, ,,SI,20070515,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111242,Fundaciòn Lupines,,811043887,Fundaciòn Lupines,1,Instituciones - IPS,  ,CL 32 EE # 80 B 38,4138452,4138452,info@fundacionlupines.org,CLAUDIA  ROCIO SOLORZANO POSADA, ,,SI,20100421,20210831,,2,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115796,"FUNDACIÓN MÉDICA DE ENFERMEDADES RARAS ""FERMÉDICA""",,900997789,"FUNDACIÓN MÉDICA DE ENFERMEDADES RARAS ""FERMEDICA""",1,Instituciones - IPS,  ,KR  50 A No 64-65. CS 303 TO MEDICA PRADO,2118484,,fermedicacolombia@gmail.com,JOSÉ FELIPE ANTONIO GAITÁN GUERRERO, ,,SI,20170823,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110803,"FUNDACIÓN MÉDICO NORCA IPS DE MEDICINA GENERAL Y ALTERNATIVA ""FUNORCA IPS""",,900283915,"FUNDACIÓN MÉDICO NORCA IPS DE MEDICINA GENERAL Y ALTERNATIVA ""FUNORCA IPS""",1,Instituciones - IPS,NO,CL 62 # 50 A 21,5742843998,,funorcaips@hotmail.com,PETRONA ISABEL CARRASCAL PEREZ, ,,SI,20090611,20210831,,2,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105882,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCIAL SA,,800050068,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCIAL S.A.,1,Instituciones - IPS,NO,KR 56 C # 50 - 56 - Barrio:San Benito,5745121170,5742312036,ant.lidersedecolombia@fundamep.com-ant.calidadcolombia@fundamep.com-ant.coordinacioncalidad@fundamep.com,Blanca Elvira Cortes Reyes, ,,SI,20030415,20210831,,6,JURIDICO,1,Privada,25,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105102,FUNDACION OFTALMOLOGICA COLOMBIANA - PROVISION,,890982555,FUNDACION OFTALMOLOGICA COLOMBIANA - PROVISION,1,Instituciones - IPS,  ,KR 46 # 54 -14 ED COMEDAL CS 1609,2515635,2641271,clvc@une.net.co,Carlos  Leopoldo Vera Cristo, ,,SI,20111014,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500102111,FUNDACION ORGANIZACIÓN VID,,890983994,FUNDACION ORGANIZACIÓN VID,1,Instituciones - IPS,NO,CL 52 # 40-146,5743225530,5742392335,fundacion@vid.org.co,JAVIER HERNAN DUQUE RAMIREZ, ,,SI,20030411,20210831,,2,JURIDICO,1,Privada,2,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500117473,FUNDACION ORIENTAME,,860049972,FUNDACION ORIENTAME,1,Instituciones - IPS,  ,Diagonal 75 B # 8 - 40 Consultorio 212 Centro Integral Rodeo Plaza,3015825149 - 0312858004 ext 204,,secgeneral@orientame.org.co,MARIA MERCEDES VIVAS PEREZ, ,,SI,20181218,20221217,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500100804,FUNDACIÓN OYEME,,890904168,FUNDACIÓN OYEME,1,Instituciones - IPS,  ,CL 27 # 46 - 70 interior 155,2508450,,fundacion@oyeme.org,BEATRIZ EUGENIA LONDOÑO RESTREPO, ,,SI,20061117,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109961,Fundación para el Servicio Integral de Atención Médica - Fundación SIAM,,900034438,Fundación para el Servicio Integral de Atención Médica - Fundación SIAM,1,Instituciones - IPS,NO,Calle 33 #74B-246,4488571,4488571,cabsnr@yahoo.com,BUENO SERRANO CESAR AUGUSTO, ,,SI,20070831,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500101258,FUNDACION PARA LA INVESTIGACION Y DESARROLLO DE LA MEDICINA TRADICIONAL NEIJING,,811007810,FUNDACION PARA LA INVESTIGACION Y DESARROLLO DE LA MEDICINA TRADICIONAL NEIJING,1,Instituciones - IPS,NO,CL 49 DD# 81 C 62,4211000,4211000,artesan@epm.net.co,SERGIO LUIS PINEDA CORREA, ,,SI,20030325,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115493,FUNDACION REHUMANIZAR SUEÑOS DEL ALMA,,900848836,FUNDACION REHUMANIZAR SUEÑOS DEL ALMA,1,Instituciones - IPS,  ,CALLE 18 SUR # 25C - 32,5817774,,fundacionrehumanizar@gmail.com,JAVIER  CARDENAS OCHOA, ,,SI,20161219,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109251,FUNDACION RENAL COLOMBIA,,830123731,Fundación Renal de Colombia,1,Instituciones - IPS,NO,CL 58 # 49- 46,5743767676,,,GABRIEL ENRIQUE GARCIA SOTELO, ,,SI,20060726,20210831,,5,JURIDICO,1,Privada,2,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500118128,FUNDACION SOLO POR HOY,,901236185,fundacion solo por hoy,1,Instituciones - IPS,  ,CALLE 30 # 81 - 142,3875370- 3165395660 - 3229045381 - 3185220008,,soloporhoyips@gmail.com,vianny antonella robles fernandez, ,,SI,20191114,20231113,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500103591,FUNDACIÓN YOLANDA TURIZO DE MARIN,,800126971,FUNDACIÓN YOLANDA TURIZO DE MARIN,1,Instituciones - IPS,  ,CL 17 # 80B - 92,2561176,2561176,fundacionturizo@gmail.com,BEATRIZ ELENA MARÍN TURIZO, ,,SI,20110719,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500118178,GAES COLOMBIA S.A.S,,900913310,GAES COLOMBIA SAS,1,Instituciones - IPS,  ,CALLE 33 80-47 LOCAL 102,3222137468 - 3222152442,,ASIST.FORMACIONCOL@GAES.CO,Elena  Santaclara Menendez, ,,SI,20190628,20230627,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109977,GALENOS MEDICAL SA,,900167432,GALENOS MEDICAL SA,1,Instituciones - IPS,NO,AC 46# 54-14 CS 10-01 ED COMEDAL,5742515801,5742514378,galenosmedical@gmail.com,LEIDY JOHANNA VILLA ROJAS, ,,SI,20070914,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500108810,GASTROESTUDIO UNIDAD VIDEOENDOSCOPICA S.A.S.,,811007899,GASTROESTUDIO UNIDAD VIDEOENDOSCOPICA S.A.S.,1,Instituciones - IPS,NO,CL 2 SUR # 46-55 CS 332-333,5742661000,5743119554,albernale@epm.net.co,JOSÉ ALBERTO BERNAL  EUSSE, ,,SI,20050802,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115582,Genetica Lab S.A.S,,900642450,genetica lab s.a.s,1,Instituciones - IPS,  ,CL 7 # 39 - 197 IN 918-919,3213340,3212929,geneticalabsas@geneticalab.com.co,MAURICIO ENRIQUE CAMARGO GUERRERO, ,,SI,20170404,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115428,GESTION MEDICA EN SALUD SAS,,900435790,GESTION MEDICA EN SALUD S.A.S,1,Instituciones - IPS,  ,CRA 79 N. 44 A 44,3102399697,,gmsplus@gestionmedicaensalud.com,JOHN EUGENIO SEPULVEDA GRAJALES, ,,SI,20170124,20210831,,2,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112776,Ginestética Láser S.A.S.,,900584121,Ginestética Láser S.A.S.,1,Instituciones - IPS,  ,CL 6 S # 43 A 200 CS 1210,4446273,4446273 ext 103,Juliayalas@gmail.com,Juliana  Ayala  Hernandez, ,,SI,20130204,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112088,GRUPO ANTIOQUEÑO DE NEUROLOGIA PEDIATRICA S.A.S,,900460371,GRUPO ANTIOQUEÑO DE NEUROLOGIA PEDIATRICA S.A.S,1,Instituciones - IPS,  ,Cl 11B sur # 47 - 69,4489049,4489049,cenpi11@gmail.com,José Orlando Carreño Moreno, ,,SI,20111104,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500117167,GRUPO DE ESPECIALIDADES MEDICAS - IPS INTERCLINICOS SAS,,901170078,GRUPO DE ESPECIALIDADES MEDICAS - IPS INTERCLINICOS SAS,1,Instituciones - IPS,  ,CALLE 19 A # 44-25 CS 1903,3015775944,,INTERCLINICOS.SAS@GMAIL.COM,JOSE LUIS MARIN VASQUEZ, ,,SI,20181005,20221004,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105495,GRUPO DOS MIL CLINICA COLOMBIANA DE IMPLANTES DENTALES S A,,890941638,GRUPO DOS MIL CLINICA COLOMBIANA DE IMPLANTES DENTALES S A,1,Instituciones - IPS,NO,TV  34 No 72 160,3225262,3225262,info@clinicacolombianadeimplantes.com,JESUS ANTONIO RIOS YEPES, ,,SI,20061117,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112530,GRUPO JOKMAC S.A.S.,,900498809,GRUPO JOKMAC S.A.S.,1,Instituciones - IPS,  ,KR 30 # 9A-59 LC 1,3115410,,solercentrodebronceo@gmail.com,Macri Elena Vélez Sánchez, ,,SI,20120831,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111348,Grupo Jusar s.a.s,,900307154,Grupo Jusar s.a.s,1,Instituciones - IPS,  ,CL 54 # 46 - 27 TO FUNDADORES CS 1210,4483435,4483435,rafaelguzman.porsiempre@gmail.com,ROCIO  RUIZ LOPEZ, ,,SI,20100625,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500103749,GRUPO MEDICO DE ANTIOQUIA SAS,,800174979,GRUPO MEDICO DE ANTIOQUIA SAS,1,Instituciones - IPS,  ,CARRERA 48 # 11B SUR - 34,3141003,,direccionadministrativa@grupomedicodeantioquia.com,ALVARO  JIMENEZ PATIÑO, ,,SI,20170803,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112124,GRUPO MEDICO ESPECIALIZADO MEDELLÍN S.A.S,,900479959,GRUPO MEDICO ESPECIALIZADO MEDELLÍN S.A.S,1,Instituciones - IPS,  ,CL 10 SUR # 48 - 07,5203490,5203490 EXT 102,administracion@acquirofanos.com,JUAN FELIPE CUARTAS CAMPO, ,,SI,20111130,20210831,,9,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500118261,GRUPO O.N.B. S.A.S,,901057474,GRUPO O.N.B. S.A.S,1,Instituciones - IPS,  ,Calle 7 N 39-290 Consultorio 1204,3016673490,,grupoonbsas@gmail.com,Luz Daris Piedrahita Rodas, ,,SI,20200923,20240922,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500108165,GRUPO ONCOLOGICO INTERNACIONAL S.A. Y/O CLINICA DE ONCOLOGÍA ASTORGA,,811038014,GRUPO ONCOLOGICO INTERNACIONAL S.A. Y/O CLINICA DE ONCOLOGÍA ASTORGA,1,Instituciones - IPS,  ,CL 8 # 43 C 55,5200140,5200141,dircalidad@clinicadeoncologia.com,CLAUDIA MARIA CALLE CORREA, ,,SI,20061117,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110397,GRUPO ORALHOME S.A.,,900219487,GRUPO ORAL HOME S.A.,1,Instituciones - IPS,  ,CRA 43A Nro 16SUR 47 LOCAL 101 ED. PANALPINA,3136030,3138761,oralhome@oralhome.com.co,GABRIEL JAIME VELASQUEZ URREGO, ,,SI,20150226,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500113736,HEALTH CARE AMBULANCIAS S.A.S.,,900714901,HEALTH CARE AMBULANCIAS S.A.S.,1,Instituciones - IPS,  ,CALLE 77 D 91 B 81,3043272638,,health.care.ambulancias@gmail.com,HÉCTOR ANDRÉS ECHEVERRI REINA, ,,SI,20150122,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111436,helPharma S.A.,,900277244,Helpharma S.A,1,Instituciones - IPS,  ,KR 43A # 34 - 95 local 1101 torre sur,2322508,2623251,info@helpharma.com,JUAN ALBERTO SERNA ZULUAGA, ,,SI,20100902,20210831,,4,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500104471,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS ,,860007760,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS ,1,Instituciones - IPS,NO,CARRERA 50 N° 62-63,2631551,2631550,,ANA MARIA LIZARRONDO OLLO, ,,SI,20030411,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500108623,HERNAN OCAZIONEZ Y CIA S.A.S,,890920848,HERNAN OCAZIONEZ Y CIA S.A.S,1,Instituciones - IPS,NO,CL 53 # 46 38 IN 101,5744600110,5743151760,dirasistencial@hernanocazionez.com,WILMAR  ROLDAN ZAPATA, ,,SI,20050411,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500116890,Hero institute medellin SAS,,901163623,HERO Institute Medellin SAS,1,Instituciones - IPS,  ,carrera 25 a No 1 a sur 45 consultorio 730,3174300,ninguno,info@heroinstitute.co,Juan Carlos Maldonado Lopez, ,,SI,20181219,20221218,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
